time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-04T05:09:27.920Z,35.8528333,-117.6751667,2.65,0.45,ml,8,116,0.07316,0.18,ci,ci38931135,2019-11-04T05:13:02.729Z,"23km ESE of Little Lake, CA",earthquake,0.45,0.71,0.178,5,automatic,ci,ci
2019-11-04T05:04:57.582Z,63.5329,-147.292,0,1.4,ml,,,,0.68,ak,ak019e5gj1fi,2019-11-04T05:09:33.742Z,"84km ENE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-11-04T05:01:27.432Z,63.5336,-147.297,0,1.4,ml,,,,0.72,ak,ak019e5gibye,2019-11-04T05:06:12.274Z,"83km ENE of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-11-04T04:56:44.889Z,-7.2988,129.1719,138.26,4.6,mb,,49,2.215,0.97,us,us700062sm,2019-11-04T05:59:37.040Z,"247km WNW of Saumlaki, Indonesia",earthquake,7.2,6.3,0.105,27,reviewed,us,us
2019-11-04T04:45:32.340Z,36.5961685,-121.2016678,7.46,2.48,md,45,66,0.02771,0.1,nc,nc73300545,2019-11-04T16:27:15.052Z,"9km NW of Pinnacles, CA",earthquake,0.23,0.51,0.19,45,automatic,nc,nc
2019-11-04T04:43:28.260Z,37.2142,-117.5154,6.3,0.1,ml,7,133.85,0.106,0.199,nn,nn00709514,2019-11-05T02:07:44.083Z,"60km SSW of Goldfield, Nevada",earthquake,,4.1,0.27,4,reviewed,nn,nn
2019-11-04T04:39:47.289Z,63.5573,-147.3157,0,2.4,ml,,,,0.77,ak,ak019e5g533o,2019-11-04T04:52:49.282Z,"83km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-11-04T04:39:47.280Z,19.2816,-67.4721,42,3.02,md,7,328,1.1714,0.18,pr,pr2019308005,2019-11-04T05:47:53.728Z,"95km NNW of San Antonio, Puerto Rico",earthquake,2.23,11.65,0.31,7,reviewed,pr,pr
2019-11-04T04:25:45.660Z,31.82,-116.0985,12.59,2.04,ml,20,129,0.2243,0.23,ci,ci38931095,2019-11-04T18:42:46.681Z,"46km ENE of Maneadero, B.C., MX",earthquake,0.33,0.9,0.143,26,reviewed,ci,ci
2019-11-04T04:25:21.920Z,19.271,-64.5791,40,3.69,md,10,341,1.699,0.22,pr,pr2019308004,2019-11-05T02:07:33.040Z,"83km N of Road Town, British Virgin Islands",earthquake,3.3,16.32,0.12,8,reviewed,pr,pr
2019-11-04T04:19:00.888Z,61.6554,-149.7436,24.6,2,ml,,,,0.78,ak,ak019e5g0p7p,2019-11-04T04:30:03.560Z,"4km NE of Houston, Alaska",earthquake,,0.3,,,automatic,ak,ak
